(0, [0.32, 0.0, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.29, 0.48, 0.0, 0.0, 0.16, 0.0, 0.0, 2.43, 0.0, 0.32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.082, 0.0, 0.0, 1.704, 47.0, 167.0, 0.0])
(1, [0.19, 0.0, 0.38, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.0, 0.19, 0.19, 0.0, 0.0, 0.0, 0.38, 0.0, 0.19, 1.14, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.003, 2.383, 21.0, 15841.0, 1.0])
(2, [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0])
(3, [0.19, 0.0, 0.38, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.0, 0.19, 0.19, 0.0, 0.0, 0.0, 0.38, 0.0, 0.19, 1.14, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.003, 2.383, 21.0, 15841.0, 1.0])
(4, [0.19, 0.0, 0.38, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.0, 0.19, 0.19, 0.0, 0.0, 0.0, 0.38, 0.0, 0.19, 1.14, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.003, 2.383, 21.0, 15841.0, 1.0])
(5, [0.19, 0.0, 0.38, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.0, 0.19, 0.19, 0.0, 0.0, 0.0, 0.38, 0.0, 0.19, 1.14, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.003, 2.383, 21.0, 15841.0, 1.0])
(6, [0.19, 0.0, 0.38, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.0, 0.19, 0.19, 0.0, 0.0, 0.0, 0.38, 0.0, 0.19, 1.14, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.003, 2.383, 21.0, 15841.0, 1.0])
(7, [0.19, 0.0, 0.38, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.0, 0.19, 0.19, 0.0, 0.0, 0.0, 0.38, 0.0, 0.19, 1.14, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.003, 2.383, 21.0, 15841.0, 1.0])
(8, [0.19, 0.0, 0.38, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.0, 0.19, 0.19, 0.0, 0.0, 0.0, 0.38, 0.0, 0.19, 1.14, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.003, 2.383, 21.0, 15841.0, 1.0])
(9, [0.19, 0.0, 0.38, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.0, 0.19, 0.19, 0.0, 0.0, 0.0, 0.38, 0.0, 0.19, 1.14, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.003, 2.383, 21.0, 15841.0, 1.0])
